Amount,Country,Offer ID,Tag,Time
$0.20,BR,#d5cb33,#aggressive,2018-06-26 16:31:00
$0.12,PH,#33b9fa,#aggressive,2018-06-26 16:31:00
$0.56,IT,#9f185e,#aggressive,2018-06-26 16:31:00
$0.02,KH,#566132,#mainstream,2018-06-26 16:31:00
$0.56,IT,#9f185e,#aggressive,2018-06-26 16:31:00
$0.56,IT,#9f185e,#aggressive,2018-06-26 16:31:00
$0.20,KZ,#b6019c,#mainstream,2018-06-26 16:31:00
$0.12,IT,#6ecbc3,#mainstream,2018-06-26 16:31:00
$2.16,US,#482626,#mainstream,2018-06-26 16:31:00
$0.12,PH,#cf1dbd,#aggressive,2018-06-26 16:31:00
$0.36,GB,#61534a,#aggressive,2018-06-26 16:31:00
$2.00,IT,#e4c87d,#mainstream,2018-06-26 16:31:00
$2.00,IT,#e4c87d,#mainstream,2018-06-26 16:31:00
$2.00,IT,#e4c87d,#mainstream,2018-06-26 16:31:00
$2.00,IT,#e4c87d,#mainstream,2018-06-26 16:31:00
$0.12,IT,#6ecbc3,#mainstream,2018-06-26 16:31:00
$0.36,JP,#2230c4,#aggressive,2018-06-26 16:31:00
$0.12,IT,#6ecbc3,#mainstream,2018-06-26 16:31:00
$0.18,MM,#68f7eb,#mainstream,2018-06-26 16:31:00
$0.20,BR,#fe9f06,#aggressive,2018-06-26 16:31:00
$0.36,JP,#2230c4,#aggressive,2018-06-26 16:31:00
$0.20,BR,#d5cb33,#aggressive,2018-06-26 16:31:00
$0.12,PH,#33b9fa,#aggressive,2018-06-26 16:31:00
$0.12,ID,#33b9fa,#aggressive,2018-06-26 16:31:00
$0.56,IT,#9f185e,#aggressive,2018-06-26 16:31:00
$0.56,IT,#9f185e,#aggressive,2018-06-26 16:31:00
$0.12,IT,#6ecbc3,#mainstream,2018-06-26 16:31:00
$0.12,IT,#6ecbc3,#mainstream,2018-06-26 16:31:00
